beacontest1,beacontest2,beacontest3,beacontest4,beacontest5,beacontest6,beacontest7,beacontest8,beacontest9,beacontest10,beacontest11,beacontest12,beacontest13,beacontest14,beacontest15,beaocontest16,beaocontest17,beaocontest18,target
-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-73,-95,-95,-95,-95,71
-95,-95,-95,-95,-95,-95,-95,-76,-95,-95,-95,-95,-95,-73,-95,-95,-95,-95,71
-95,-95,-95,-95,-95,-67,-95,-76,-95,-95,-95,-95,-95,-73,-95,-95,-95,-95,71
-95,-95,-95,-95,-95,-67,-95,-76,-95,-95,-95,-95,-53,-73,-95,-95,-95,-95,71
-95,-95,-95,-95,-95,-67,-95,-76,-95,-95,-53,-95,-53,-73,-95,-95,-95,-95,71
-95,-95,-95,-95,-64,-67,-95,-76,-95,-95,-53,-95,-53,-73,-95,-95,-95,-95,71
-95,-95,-95,-95,-64,-67,-95,-76,-95,-95,-53,-95,-53,-73,-95,-95,-70,-95,71
-95,-74,-95,-95,-64,-67,-95,-76,-95,-95,-53,-95,-53,-73,-95,-95,-70,-95,71
-95,-74,-95,-95,-64,-67,-95,-76,-72,-95,-53,-95,-53,-73,-95,-95,-70,-95,71
-95,-74,-95,-95,-64,-67,-72,-76,-72,-95,-53,-95,-53,-73,-95,-95,-70,-95,71
-95,-74,-95,-95,-64,-67,-72,-76,-72,-95,-53,-95,-53,-73,-95,-72,-70,-95,71
-95,-74,-95,-64,-64,-67,-72,-76,-72,-95,-53,-95,-53,-73,-95,-72,-70,-95,71
-95,-74,-95,-64,-64,-67,-72,-77,-72,-95,-53,-95,-53,-73,-95,-72,-70,-95,71
-95,-74,-95,-64,-64,-67,-72,-77,-72,-95,-53,-95,-53,-73,-95,-72,-70,-70,71
-95,-74,-95,-64,-64,-67,-72,-77,-72,-95,-53,-95,-53,-73,-64,-72,-70,-70,71
-95,-74,-95,-64,-64,-67,-72,-77,-72,-95,-53,-95,-53,-73,-64,-72,-70,-70,71
-95,-74,-95,-64,-64,-67,-72,-77,-72,-95,-53,-95,-53,-72,-64,-72,-70,-70,71
-95,-74,-95,-64,-64,-67,-72,-77,-72,-95,-53,-95,-53,-72,-64,-72,-70,-70,71
-95,-75,-95,-64,-64,-67,-72,-77,-72,-95,-53,-95,-53,-72,-64,-72,-70,-70,71
-62,-75,-95,-64,-64,-67,-72,-77,-72,-95,-53,-95,-53,-72,-64,-72,-70,-70,71
-62,-75,-95,-64,-64,-67,-72,-77,-72,-95,-53,-95,-53,-72,-64,-72,-70,-70,71
-62,-75,-71,-64,-64,-67,-72,-77,-72,-95,-53,-95,-53,-72,-64,-72,-70,-70,71
-62,-75,-71,-64,-64,-67,-72,-77,-72,-59,-53,-95,-53,-72,-64,-72,-70,-70,71
-62,-75,-71,-64,-64,-67,-72,-77,-72,-59,-53,-95,-53,-72,-64,-72,-70,-70,71
-62,-75,-71,-64,-64,-67,-72,-77,-72,-59,-53,-50,-53,-72,-64,-72,-70,-70,71
-62,-75,-71,-64,-64,-67,-72,-77,-72,-59,-53,-50,-53,-72,-64,-72,-70,-70,71
-62,-75,-71,-64,-64,-67,-72,-77,-72,-59,-53,-50,-53,-72,-64,-72,-70,-70,71
-62,-75,-71,-64,-64,-67,-72,-77,-72,-59,-53,-50,-53,-72,-64,-72,-70,-70,71
-62,-75,-71,-64,-64,-67,-72,-77,-72,-59,-53,-50,-53,-72,-64,-72,-70,-70,71
-62,-75,-71,-64,-64,-67,-72,-77,-72,-59,-53,-50,-53,-72,-64,-72,-70,-70,71
-62,-75,-71,-64,-64,-67,-72,-77,-72,-59,-53,-50,-53,-73,-64,-72,-70,-70,71
-62,-75,-70,-64,-64,-67,-72,-77,-72,-59,-53,-50,-53,-73,-64,-72,-70,-70,71
-62,-75,-70,-64,-64,-67,-72,-77,-72,-59,-53,-50,-53,-73,-64,-72,-70,-70,71
-62,-75,-70,-64,-64,-67,-72,-77,-72,-59,-53,-50,-53,-73,-64,-72,-70,-70,71
-62,-75,-70,-64,-64,-67,-72,-77,-72,-59,-53,-50,-53,-73,-64,-72,-70,-70,71
-62,-75,-70,-64,-64,-67,-72,-77,-72,-59,-53,-50,-53,-73,-64,-72,-70,-70,71
-62,-75,-70,-64,-64,-67,-72,-77,-72,-59,-53,-50,-53,-73,-64,-72,-72,-70,71
-62,-75,-70,-64,-64,-67,-72,-77,-72,-60,-53,-50,-53,-73,-64,-72,-72,-70,71
-62,-75,-70,-64,-64,-67,-72,-77,-72,-60,-52,-50,-53,-73,-64,-72,-72,-70,71
-62,-75,-70,-64,-64,-67,-72,-77,-72,-60,-52,-50,-53,-73,-64,-72,-72,-70,71
-62,-75,-70,-64,-64,-67,-72,-77,-72,-60,-52,-50,-53,-73,-64,-72,-72,-70,71
-62,-75,-70,-64,-64,-67,-72,-77,-72,-60,-52,-50,-53,-73,-64,-72,-72,-70,71
-62,-75,-70,-64,-64,-67,-72,-77,-72,-60,-52,-50,-53,-73,-64,-72,-72,-70,71
-62,-75,-70,-64,-64,-67,-72,-77,-72,-60,-52,-50,-53,-73,-64,-72,-72,-70,71
-62,-75,-70,-64,-64,-67,-72,-77,-72,-60,-52,-50,-53,-73,-64,-72,-72,-70,71
-62,-75,-70,-64,-64,-67,-72,-76,-72,-60,-52,-50,-53,-73,-64,-72,-72,-70,71
-62,-75,-70,-64,-64,-67,-72,-76,-72,-60,-52,-50,-53,-73,-64,-72,-72,-70,71
-62,-75,-70,-64,-64,-67,-72,-76,-72,-60,-52,-50,-53,-73,-64,-72,-72,-70,71
-62,-75,-70,-64,-64,-67,-72,-76,-72,-60,-52,-50,-53,-71,-64,-72,-72,-70,71
-62,-75,-71,-64,-64,-67,-72,-76,-72,-60,-52,-50,-53,-71,-64,-72,-72,-70,71
-62,-75,-71,-64,-64,-67,-72,-76,-72,-60,-52,-50,-53,-71,-64,-72,-72,-70,71
-62,-75,-71,-64,-64,-67,-72,-76,-72,-60,-52,-50,-53,-71,-64,-72,-72,-70,71
-62,-75,-71,-64,-64,-67,-72,-76,-72,-60,-52,-50,-53,-71,-64,-72,-72,-70,71
-62,-75,-71,-64,-64,-67,-72,-76,-72,-60,-52,-50,-53,-71,-64,-72,-72,-70,71
-62,-75,-71,-64,-64,-67,-72,-76,-72,-60,-52,-50,-53,-71,-64,-72,-72,-70,71
-62,-75,-71,-64,-64,-67,-72,-76,-72,-60,-52,-50,-53,-71,-64,-72,-72,-70,71
-62,-75,-71,-64,-64,-67,-72,-76,-72,-60,-52,-50,-53,-71,-64,-72,-72,-70,71
-62,-75,-71,-64,-64,-67,-72,-76,-72,-60,-52,-50,-53,-71,-64,-72,-72,-70,71
-62,-75,-71,-64,-64,-67,-72,-76,-72,-60,-52,-50,-53,-71,-64,-72,-72,-70,71
-62,-75,-71,-64,-64,-67,-72,-76,-72,-60,-52,-50,-53,-71,-64,-72,-72,-71,71
-62,-75,-71,-64,-64,-67,-72,-76,-72,-60,-52,-50,-53,-71,-64,-72,-72,-71,71
-62,-75,-71,-64,-64,-67,-72,-76,-72,-59,-52,-50,-53,-71,-64,-72,-72,-71,71
-62,-75,-71,-64,-64,-67,-72,-76,-72,-59,-52,-50,-53,-71,-64,-72,-72,-71,71
-62,-75,-71,-64,-64,-67,-72,-76,-72,-59,-52,-50,-53,-71,-64,-72,-72,-71,71
-62,-75,-71,-64,-64,-67,-72,-76,-72,-59,-52,-50,-53,-71,-64,-72,-72,-71,71
-62,-75,-71,-64,-64,-67,-72,-76,-72,-59,-52,-50,-53,-71,-64,-72,-72,-71,71
-62,-75,-71,-64,-64,-67,-72,-76,-72,-59,-52,-50,-53,-71,-64,-72,-72,-71,71
-62,-75,-71,-64,-64,-67,-72,-76,-72,-59,-52,-50,-53,-71,-64,-72,-71,-71,71
-62,-75,-71,-64,-64,-67,-72,-76,-72,-59,-52,-50,-53,-73,-64,-72,-71,-71,71
-62,-75,-71,-64,-64,-67,-72,-76,-72,-59,-52,-50,-53,-73,-64,-72,-71,-71,71
-62,-75,-71,-64,-64,-67,-72,-76,-72,-59,-52,-50,-53,-73,-64,-72,-71,-71,71
-62,-75,-71,-64,-64,-67,-72,-76,-72,-59,-52,-50,-53,-73,-64,-72,-71,-71,71
-62,-75,-71,-64,-64,-67,-72,-76,-72,-59,-52,-50,-53,-73,-64,-72,-71,-71,71
-62,-75,-71,-64,-64,-67,-72,-77,-72,-59,-52,-50,-53,-73,-64,-72,-71,-71,71
-62,-75,-71,-64,-64,-67,-72,-77,-72,-59,-52,-50,-53,-73,-64,-72,-71,-71,71
-62,-75,-71,-64,-64,-67,-72,-77,-72,-59,-52,-50,-53,-73,-64,-72,-71,-71,71
-62,-75,-71,-64,-64,-67,-72,-77,-72,-59,-52,-50,-53,-73,-64,-72,-71,-71,71
-62,-75,-71,-64,-64,-67,-72,-77,-72,-59,-52,-50,-53,-73,-64,-72,-71,-71,71
-62,-75,-71,-64,-64,-67,-72,-77,-72,-59,-52,-50,-53,-73,-64,-72,-71,-71,71
-62,-75,-71,-64,-64,-67,-72,-77,-72,-59,-52,-50,-53,-73,-64,-72,-71,-71,71
-62,-75,-71,-64,-64,-67,-72,-77,-72,-59,-52,-50,-53,-73,-64,-72,-71,-71,71
-62,-75,-71,-64,-64,-67,-72,-77,-72,-59,-52,-50,-53,-73,-64,-72,-71,-71,71
-62,-75,-71,-64,-64,-67,-72,-77,-72,-59,-52,-50,-53,-72,-64,-72,-71,-71,71
-62,-75,-71,-64,-64,-67,-72,-77,-72,-59,-52,-50,-53,-72,-64,-72,-71,-71,71
-62,-75,-71,-64,-64,-67,-72,-77,-72,-59,-52,-50,-53,-72,-64,-72,-71,-71,71
-62,-75,-71,-64,-64,-67,-72,-77,-72,-59,-52,-50,-53,-72,-64,-72,-71,-71,71
-62,-75,-71,-64,-64,-67,-72,-77,-72,-59,-52,-50,-53,-72,-64,-72,-71,-71,71
-62,-75,-71,-64,-64,-67,-72,-77,-72,-59,-52,-50,-53,-72,-64,-72,-71,-71,71
-62,-75,-71,-64,-64,-67,-72,-77,-72,-59,-52,-50,-53,-72,-64,-72,-71,-71,71
-62,-75,-71,-64,-64,-67,-72,-77,-72,-59,-53,-50,-53,-72,-64,-72,-71,-71,71
-62,-75,-71,-64,-64,-67,-72,-77,-72,-59,-53,-50,-53,-72,-64,-72,-71,-71,71
-62,-75,-71,-64,-64,-67,-72,-77,-72,-59,-53,-50,-53,-72,-64,-72,-71,-71,71
-62,-75,-71,-64,-64,-67,-72,-77,-72,-59,-53,-50,-53,-72,-64,-72,-71,-71,71
-62,-75,-71,-64,-64,-67,-72,-77,-72,-60,-53,-50,-53,-72,-64,-72,-71,-71,71
-62,-75,-72,-64,-64,-67,-72,-77,-72,-60,-53,-50,-53,-72,-64,-72,-71,-71,71
-62,-75,-72,-64,-64,-67,-72,-77,-72,-60,-53,-50,-53,-72,-64,-72,-71,-71,71
-62,-75,-72,-64,-64,-67,-72,-77,-72,-60,-53,-50,-53,-72,-64,-72,-71,-71,71
-62,-75,-72,-64,-64,-67,-72,-77,-72,-60,-53,-50,-53,-72,-64,-72,-71,-71,71
-62,-75,-72,-64,-64,-67,-72,-77,-72,-60,-53,-50,-53,-72,-64,-72,-71,-71,71
-62,-76,-72,-64,-64,-67,-72,-77,-72,-60,-53,-50,-53,-72,-64,-72,-71,-71,71
-62,-76,-72,-64,-64,-67,-72,-77,-72,-60,-53,-50,-53,-72,-64,-72,-71,-71,71
-62,-76,-72,-64,-64,-67,-72,-77,-72,-60,-53,-50,-53,-72,-64,-72,-71,-71,71
-62,-76,-72,-64,-64,-67,-72,-77,-72,-60,-53,-50,-53,-72,-64,-72,-71,-71,71
-62,-76,-72,-64,-64,-67,-72,-77,-72,-60,-53,-50,-53,-72,-64,-72,-71,-71,71
-62,-76,-72,-64,-64,-67,-72,-77,-72,-60,-53,-50,-53,-72,-64,-72,-71,-71,71
-62,-76,-72,-64,-64,-67,-72,-77,-72,-60,-53,-50,-53,-72,-64,-72,-71,-71,71
-62,-76,-72,-64,-64,-67,-72,-76,-72,-60,-53,-50,-53,-72,-64,-72,-71,-71,71
-62,-76,-72,-64,-64,-67,-72,-76,-72,-60,-55,-50,-53,-72,-64,-72,-71,-71,71
-47,-57,-58,-65,-74,-70,-82,-85,-75,-64,-68,-63,-63,-66,-68,-75,-80,-77,11
-47,-57,-59,-65,-73,-70,-83,-85,-75,-64,-68,-63,-63,-66,-66,-76,-80,-76,11
-47,-57,-59,-65,-75,-70,-84,-85,-75,-64,-68,-63,-63,-66,-66,-76,-80,-76,11
-47,-57,-58,-65,-74,-70,-81,-84,-76,-64,-68,-63,-63,-66,-66,-75,-82,-77,11
-47,-56,-59,-65,-74,-70,-83,-84,-75,-64,-68,-64,-63,-66,-66,-76,-80,-76,11
-47,-56,-58,-65,-74,-70,-82,-84,-75,-64,-68,-63,-64,-66,-66,-76,-81,-77,11
-47,-56,-59,-65,-74,-70,-83,-84,-75,-64,-68,-63,-64,-66,-66,-75,-81,-76,11
-47,-57,-59,-66,-74,-70,-82,-86,-75,-64,-68,-63,-63,-66,-66,-76,-82,-77,11
-47,-57,-59,-65,-74,-70,-84,-86,-75,-64,-68,-63,-64,-66,-66,-76,-81,-77,11
-47,-56,-59,-65,-74,-70,-83,-86,-74,-64,-68,-64,-64,-67,-66,-75,-80,-76,11
-47,-56,-58,-65,-74,-71,-83,-86,-74,-64,-68,-63,-63,-66,-67,-76,-81,-77,11
-47,-57,-59,-65,-74,-70,-82,-86,-75,-64,-68,-64,-63,-66,-66,-75,-81,-77,11
-47,-56,-59,-65,-74,-70,-83,-86,-75,-64,-67,-64,-63,-66,-66,-76,-80,-77,11
-47,-56,-59,-65,-74,-70,-82,-84,-75,-64,-68,-63,-63,-66,-67,-77,-81,-77,11
-47,-56,-59,-65,-75,-70,-82,-84,-75,-64,-68,-62,-64,-66,-66,-75,-81,-76,11
-47,-56,-59,-65,-74,-70,-82,-84,-75,-64,-68,-63,-63,-66,-66,-76,-80,-76,11
-47,-56,-59,-65,-74,-70,-82,-84,-75,-64,-68,-63,-63,-66,-66,-76,-81,-76,11
-47,-57,-59,-65,-74,-70,-82,-84,-76,-64,-68,-63,-63,-66,-66,-75,-81,-78,11
-47,-57,-59,-65,-75,-70,-82,-84,-75,-64,-68,-64,-63,-66,-66,-76,-80,-76,11
-47,-57,-58,-65,-74,-70,-83,-84,-74,-63,-68,-63,-63,-66,-66,-75,-81,-77,11
-47,-56,-59,-65,-74,-70,-84,-84,-75,-64,-68,-63,-63,-66,-66,-75,-81,-76,11
-47,-57,-59,-65,-74,-70,-82,-84,-75,-64,-68,-64,-63,-66,-66,-75,-79,-77,11
-47,-56,-58,-65,-73,-70,-83,-84,-74,-64,-68,-64,-63,-66,-66,-76,-80,-76,11
-47,-56,-59,-65,-74,-70,-84,-84,-75,-63,-68,-64,-63,-66,-66,-76,-80,-77,11
-47,-56,-59,-65,-74,-70,-84,-84,-75,-64,-68,-63,-63,-66,-66,-76,-81,-77,11
-47,-57,-59,-65,-74,-70,-83,-84,-75,-64,-68,-63,-64,-66,-66,-76,-80,-76,11
-47,-57,-59,-65,-75,-70,-81,-84,-75,-64,-68,-63,-63,-66,-66,-76,-81,-77,11
-47,-57,-59,-65,-74,-70,-83,-84,-75,-64,-68,-63,-63,-66,-67,-76,-81,-76,11
-47,-57,-61,-65,-74,-70,-83,-84,-75,-64,-68,-64,-64,-66,-66,-76,-81,-77,11
-47,-56,-58,-65,-74,-70,-83,-84,-75,-64,-68,-63,-64,-66,-66,-76,-83,-76,11
-47,-56,-59,-65,-74,-70,-83,-84,-75,-65,-68,-64,-64,-66,-66,-76,-81,-76,11
-47,-56,-58,-65,-74,-70,-83,-84,-75,-64,-68,-64,-63,-66,-66,-76,-80,-77,11
-47,-56,-59,-65,-74,-71,-83,-84,-75,-64,-68,-64,-64,-66,-66,-76,-81,-76,11
-47,-56,-59,-65,-74,-70,-83,-84,-75,-64,-68,-64,-64,-66,-66,-75,-81,-76,11
-47,-56,-59,-65,-74,-70,-83,-84,-75,-63,-68,-64,-63,-66,-66,-76,-81,-76,11
-47,-56,-59,-65,-73,-71,-82,-84,-75,-64,-68,-63,-63,-66,-66,-76,-81,-76,11
-81,-84,-80,-63,-76,-72,-60,-48,-58,-80,-73,-71,-72,-64,-68,-66,-62,-55,1
-79,-84,-80,-63,-75,-72,-61,-48,-58,-79,-73,-71,-72,-65,-68,-66,-62,-55,1
-80,-84,-80,-63,-76,-72,-60,-48,-58,-81,-73,-72,-71,-64,-68,-65,-62,-55,1
-79,-83,-80,-63,-76,-72,-60,-48,-58,-80,-73,-72,-71,-64,-68,-65,-62,-56,1
-79,-83,-80,-63,-75,-72,-60,-48,-58,-80,-73,-72,-71,-65,-68,-65,-62,-55,1
-79,-83,-79,-64,-76,-71,-60,-48,-58,-80,-73,-72,-71,-65,-69,-65,-62,-55,1
-79,-83,-80,-63,-76,-71,-60,-48,-58,-78,-73,-72,-71,-64,-68,-65,-62,-56,1
-79,-83,-80,-63,-76,-72,-61,-48,-58,-80,-73,-72,-72,-65,-68,-65,-62,-55,1
-79,-83,-79,-63,-75,-72,-60,-48,-58,-81,-73,-72,-72,-64,-68,-65,-62,-55,1
-79,-84,-79,-63,-78,-72,-61,-48,-58,-78,-73,-72,-72,-64,-69,-65,-62,-55,1
-79,-83,-79,-64,-75,-71,-60,-48,-58,-80,-73,-72,-71,-64,-68,-65,-62,-55,1
-78,-82,-80,-63,-76,-72,-61,-48,-58,-81,-73,-73,-71,-64,-68,-65,-62,-55,1
-80,-83,-80,-63,-76,-72,-60,-48,-58,-80,-73,-72,-71,-64,-68,-65,-62,-55,1
-80,-82,-80,-64,-76,-72,-60,-48,-58,-81,-73,-72,-71,-64,-68,-65,-62,-56,1
-79,-83,-81,-63,-75,-71,-60,-48,-58,-81,-73,-72,-72,-64,-68,-65,-62,-55,1
-80,-84,-78,-63,-78,-71,-61,-48,-58,-80,-73,-72,-72,-64,-68,-65,-62,-54,1
-79,-84,-80,-64,-75,-72,-60,-48,-58,-80,-73,-72,-71,-64,-68,-65,-62,-55,1
-80,-84,-80,-63,-77,-71,-60,-48,-58,-81,-73,-72,-71,-64,-68,-65,-62,-56,1
-79,-82,-79,-63,-75,-72,-60,-48,-58,-81,-73,-72,-72,-64,-68,-65,-62,-55,1
-80,-83,-80,-64,-75,-71,-60,-48,-58,-80,-73,-72,-71,-64,-68,-65,-62,-55,1
-80,-82,-79,-64,-76,-71,-60,-48,-58,-80,-73,-73,-72,-64,-68,-65,-62,-55,1
-80,-84,-80,-63,-75,-72,-61,-48,-58,-79,-72,-72,-71,-64,-68,-65,-62,-55,1
-79,-85,-80,-63,-77,-71,-61,-48,-58,-80,-73,-72,-71,-64,-68,-65,-62,-55,1
-79,-82,-80,-63,-75,-72,-60,-48,-58,-80,-73,-72,-71,-64,-68,-65,-62,-55,1
-79,-82,-80,-63,-75,-72,-60,-48,-58,-79,-73,-72,-71,-64,-69,-65,-62,-55,1
-80,-84,-79,-64,-76,-71,-60,-48,-58,-79,-73,-72,-71,-64,-68,-65,-62,-55,1
-79,-83,-81,-63,-75,-71,-60,-48,-58,-79,-73,-72,-71,-64,-68,-65,-62,-55,1
-79,-83,-79,-64,-76,-72,-60,-48,-58,-79,-73,-72,-71,-64,-68,-65,-62,-55,1
-79,-83,-79,-63,-75,-72,-60,-48,-58,-81,-73,-72,-71,-64,-68,-65,-62,-55,1
-79,-83,-79,-64,-76,-72,-60,-48,-58,-80,-73,-72,-71,-64,-68,-65,-62,-54,1
-79,-83,-79,-63,-76,-72,-60,-48,-58,-79,-73,-72,-72,-65,-68,-65,-62,-55,1
-80,-82,-79,-64,-76,-72,-60,-48,-58,-79,-72,-72,-72,-64,-68,-65,-62,-55,1
-79,-82,-80,-63,-75,-72,-60,-48,-58,-79,-73,-72,-71,-65,-68,-65,-62,-54,1
-79,-82,-79,-64,-76,-72,-61,-48,-58,-80,-73,-72,-71,-64,-68,-65,-62,-55,1
-79,-84,-79,-64,-75,-72,-60,-48,-58,-80,-73,-72,-72,-64,-67,-65,-62,-55,1
-79,-84,-80,-64,-75,-71,-61,-48,-58,-81,-73,-72,-71,-64,-68,-65,-63,-55,1
-61,-56,-52,-60,-66,-95,-67,-77,-77,-71,-61,-61,-64,-63,-71,-76,-95,-95,51
-61,-56,-53,-60,-65,-85,-68,-77,-78,-70,-61,-61,-64,-63,-71,-77,-84,-79,51
-61,-56,-53,-60,-66,-85,-67,-76,-77,-71,-61,-62,-64,-63,-72,-77,-85,-79,51
-61,-56,-52,-61,-65,-85,-67,-76,-76,-71,-61,-61,-64,-63,-71,-76,-86,-78,51
-61,-56,-53,-60,-66,-84,-68,-77,-76,-71,-61,-61,-64,-63,-71,-76,-83,-79,51
-61,-56,-52,-62,-66,-84,-67,-76,-77,-71,-61,-61,-64,-63,-71,-76,-85,-79,51
-61,-56,-51,-60,-66,-84,-68,-77,-76,-71,-61,-61,-64,-63,-71,-76,-85,-79,51
-61,-56,-53,-60,-65,-84,-67,-76,-76,-71,-61,-61,-64,-63,-71,-76,-85,-78,51
-61,-56,-53,-60,-66,-85,-68,-76,-76,-70,-61,-61,-64,-63,-72,-77,-83,-78,51
-61,-56,-52,-60,-65,-85,-67,-77,-77,-71,-61,-62,-64,-63,-71,-77,-83,-78,51
-61,-56,-53,-60,-66,-85,-68,-77,-77,-71,-61,-61,-65,-63,-71,-77,-83,-78,51
-61,-56,-52,-59,-66,-85,-68,-76,-77,-71,-61,-61,-64,-63,-71,-76,-83,-79,51
-61,-56,-51,-59,-66,-85,-68,-76,-77,-71,-61,-61,-65,-63,-71,-76,-84,-79,51
-61,-56,-51,-60,-66,-86,-68,-76,-77,-71,-61,-61,-65,-63,-71,-76,-84,-79,51
-61,-56,-51,-61,-66,-86,-67,-76,-77,-71,-61,-61,-64,-63,-71,-76,-83,-79,51
-61,-56,-52,-60,-66,-86,-67,-76,-77,-72,-61,-62,-65,-63,-71,-77,-85,-79,51
-61,-56,-51,-60,-66,-85,-68,-76,-76,-71,-61,-61,-65,-63,-71,-76,-86,-79,51
-61,-56,-50,-61,-66,-87,-67,-76,-77,-71,-60,-61,-64,-63,-71,-76,-86,-80,51
-61,-56,-51,-60,-66,-87,-68,-76,-76,-71,-61,-61,-64,-63,-71,-77,-86,-78,51
-61,-56,-52,-60,-66,-87,-67,-76,-76,-72,-61,-61,-64,-63,-71,-76,-84,-78,51
-61,-56,-52,-60,-66,-87,-68,-77,-76,-71,-61,-61,-64,-63,-71,-77,-84,-77,51
-61,-56,-52,-60,-65,-83,-68,-76,-76,-71,-61,-61,-64,-63,-71,-76,-83,-79,51
-61,-56,-53,-61,-65,-83,-67,-76,-77,-72,-61,-61,-64,-63,-71,-76,-83,-78,51
-61,-56,-52,-60,-66,-83,-68,-76,-77,-71,-61,-61,-64,-63,-71,-76,-83,-78,51
-61,-56,-52,-58,-66,-83,-68,-76,-77,-71,-61,-61,-64,-63,-71,-76,-84,-79,51
-61,-56,-52,-60,-66,-83,-68,-76,-76,-71,-61,-62,-64,-63,-71,-76,-83,-78,51
-61,-56,-51,-60,-65,-83,-68,-76,-76,-71,-61,-61,-64,-63,-71,-76,-84,-79,51
-61,-56,-51,-60,-66,-90,-67,-77,-76,-72,-61,-62,-64,-63,-71,-77,-84,-79,51
-61,-56,-51,-60,-66,-84,-67,-77,-77,-71,-61,-61,-64,-63,-71,-76,-83,-78,51
-61,-56,-53,-60,-65,-84,-67,-76,-77,-71,-61,-61,-64,-63,-71,-77,-83,-79,51
-61,-56,-51,-60,-66,-84,-68,-76,-77,-71,-61,-61,-64,-63,-71,-76,-84,-79,51
-61,-56,-51,-61,-65,-84,-68,-76,-77,-71,-61,-61,-64,-63,-73,-76,-84,-79,51
-61,-56,-51,-60,-66,-84,-67,-76,-76,-71,-61,-61,-64,-63,-71,-76,-84,-79,51
-61,-56,-52,-60,-65,-88,-68,-76,-77,-71,-61,-61,-64,-63,-71,-78,-84,-80,51
-61,-56,-53,-62,-65,-86,-67,-76,-77,-71,-61,-61,-64,-63,-71,-76,-84,-79,51
-61,-56,-50,-61,-65,-86,-67,-76,-77,-72,-61,-61,-64,-63,-71,-77,-83,-78,51
-67,-95,-95,-95,-52,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-63,71
-67,-95,-95,-62,-52,-95,-95,-95,-95,-95,-95,-95,-95,-95,-63,-95,-95,-63,71
-67,-95,-95,-62,-52,-64,-95,-95,-95,-64,-62,-95,-95,-95,-63,-95,-95,-63,71
-67,-95,-50,-62,-52,-64,-95,-95,-95,-64,-62,-62,-95,-95,-63,-95,-75,-63,71
-67,-57,-50,-62,-52,-64,-95,-95,-70,-64,-62,-62,-95,-54,-63,-95,-75,-63,71
-67,-57,-50,-62,-52,-64,-63,-63,-70,-64,-62,-62,-95,-54,-63,-65,-75,-63,71
-67,-57,-50,-62,-52,-64,-63,-63,-70,-64,-62,-62,-95,-54,-63,-65,-75,-62,71
-67,-57,-50,-61,-52,-64,-63,-63,-70,-64,-62,-62,-53,-54,-63,-65,-75,-62,71
-67,-57,-50,-61,-52,-64,-63,-63,-70,-64,-62,-62,-53,-54,-63,-65,-75,-62,71
-67,-58,-50,-61,-52,-63,-63,-63,-70,-66,-62,-62,-53,-54,-63,-65,-75,-62,71
-67,-58,-50,-61,-51,-63,-63,-63,-70,-66,-62,-62,-53,-54,-63,-65,-75,-62,71
-67,-58,-50,-61,-51,-63,-63,-63,-70,-66,-62,-62,-53,-54,-63,-65,-75,-62,71
-67,-58,-50,-61,-51,-63,-63,-63,-70,-66,-62,-62,-53,-54,-63,-65,-75,-62,71
-67,-58,-50,-62,-51,-63,-63,-63,-70,-66,-63,-62,-53,-54,-63,-65,-75,-62,71
-67,-57,-50,-62,-51,-63,-63,-63,-70,-66,-63,-62,-53,-54,-63,-65,-75,-62,71
-67,-57,-50,-62,-51,-63,-63,-63,-70,-65,-63,-62,-53,-54,-63,-65,-75,-62,71
-67,-57,-50,-62,-50,-63,-63,-63,-70,-65,-63,-62,-53,-54,-63,-65,-75,-62,71
-67,-57,-50,-62,-50,-63,-63,-63,-70,-65,-63,-62,-53,-54,-63,-65,-75,-62,71
